Date,RegionName,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
1996-04-30,bowdoncarrollga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72500,,,,,,,94100,,,,,
1996-04-30,bowieprince_georgesmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,116400,138400,174600,219300,151100,127100,130300,151100,164600,217300,,,,,
1996-04-30,bowlershawanowi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79000,,,,,
1996-04-30,bowling_greencarolineva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107200,,,,,,,111100,,,,,
1996-04-30,bowling_greenwarrenky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,85400,147600,200800,88400,,,88400,88300,152200,,,,,
1996-04-30,bowling_greenwoodoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,83100,107900,144000,146800,,,93800,,,155500,,,,,
1996-04-30,bowmanorangeburgsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70100,,,,,
1996-04-30,bowmerrimacknh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,153900,,,,,,,162400,,,,,
1996-04-30,bowskagitwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,141900,,,141900,141900,,,,,,
1996-04-30,box_elderpenningtonsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,158900,142900,,,153500,123400,,153500,153500,,,,,,
1996-04-30,boxboromiddlesexma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,202300,,,187000,,,187000,267400,,,,,,
1996-04-30,boycevilledunnwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149400,,,149400,149400,165900,,,,,
1996-04-30,boydchippewawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68500,59200,,68500,68500,83800,,,,,
1996-04-30,boydsmontgomerymd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,292600,,270100,159100,157300,270100,280000,324700,,,,,
1996-04-30,boyertownberkspa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,89600,99100,,,97900,83700,,97900,100600,131600,,,,,
1996-04-30,boylstonworcesterma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,91800,142200,241100,,144000,93900,77000,144000,154500,247400,,,,,
1996-04-30,boynton_beachpalm_beachfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,68500,122200,155000,,101800,,74400,101800,132500,167900,,,,,
1996-04-30,bozmantalbotmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429200,,,,,
1996-04-30,bozrahnew_londonct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,100900,120800,136100,,119400,99100,,119400,119400,152400,,,,,
1996-04-30,brackenridgealleghenypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,42100,47000,,,44900,36900,,44900,45000,65400,,,,,
1996-04-30,braddock_hillsalleghenypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,40600,53100,,,50000,34500,,50000,49700,66800,,,,,
1996-04-30,braddockalleghenypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,29300,30700,33600,,30800,28800,,30800,30800,36000,,,,,
1996-04-30,bradenton_beachmanateefl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,90700,133400,174900,,,,89900,,,159600,170100,,,,,
1996-04-30,bradentonmanateefl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,35700,68700,114600,177800,242900,97900,56800,68200,97900,114700,171900,,,,,
1996-04-30,bradfordgibsontn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,44400,34200,,44400,44400,74700,,,,,
1996-04-30,bradfordmerrimacknh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,83200,103800,116000,,98000,74300,,98000,98000,130500,,,,,
1996-04-30,bradfordmiamioh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,58100,74300,80600,,71000,50200,,71000,71000,116200,,,,,
1996-04-30,bradfordwhitear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,41200,,,41200,41200,65500,,,,,
1996-04-30,bradfordwoodsalleghenypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,151300,197100,,157500,110300,,157500,162800,216800,,,,,
1996-04-30,bradley_beachmonmouthnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,170000,119300,128300,170000,174600,255200,,,,,
1996-04-30,bradleykankakeeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,86100,,,80800,68100,,80800,80800,98800,,,,,
1996-04-30,bradleypenobscotme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,bradnerwoodoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,64300,,,,,,,,91100,,,,,
1996-04-30,brady_townshipclearfieldpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86600,,,,,
1996-04-30,bradyvillecannontn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,44600,29500,,44600,44600,77000,,,,,
1996-04-30,brahamisantimn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000,,,,,,,,,,,,
1996-04-30,braidwoodwillil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,101100,,,96700,79400,,96700,96700,124400,,,,,
1996-04-30,brainerdcrow_wingmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,189000,197000,,,,,,,247500,,,,,
1996-04-30,braintreenorfolkma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,125900,151700,183400,209400,150900,125400,115000,150900,157200,203300,,,,,
1996-04-30,branch_townshipschuylkillpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,58400,78300,,,74700,43500,,74700,74700,97300,,,,,
1996-04-30,branchburgsomersetnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,120100,180900,258600,,227600,159300,,227600,228600,318700,,,,,
1996-04-30,branchvilleorangeburgsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42100,,,42100,42100,64500,,,,,
1996-04-30,branchvillesussexnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,145100,112100,,145100,145300,192500,,,,,
1996-04-30,brandenburgmeadeky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191500,,,,,
1996-04-30,brandonhillsboroughfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,50500,78700,100100,145800,81900,58700,49100,81900,85300,109200,,,,,
1996-04-30,brandonoaklandmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,167700,,,166900,131600,,166900,163700,199700,,,,,
1996-04-30,brandonrankinms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84400,,,,,,,,,,,,,
1996-04-30,brandywineprince_georgesmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,130600,181200,,,,125500,,,194400,,,,,
1996-04-30,branfordnew_havenct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,96100,150300,193500,265000,135700,84900,88000,135700,160600,204800,,,,,
1996-04-30,branterieny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,75200,,,75200,75200,105200,,,,,
1996-04-30,brantsaginawmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,77200,,,71200,45000,,71200,71200,100100,,,,,
1996-04-30,braseltongwinnettga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,109300,,,,89100,93500,,,,,,,,
1996-04-30,brass_castlewarrennj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,140600,120700,,140600,140600,191100,,,,,
1996-04-30,bratenahlcuyahogaoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,115200,180600,,,150800,93600,119200,150800,223400,357500,,,,,
1996-04-30,brawleyimperialca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108000,,,,,,,114600,,,,,
1996-04-30,brazilclayin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,42700,54500,81100,,48900,,,48900,48200,76100,,,,,
1996-04-30,brazoriabrazoriatx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97400,,,,,
1996-04-30,breaorangeca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,153700,191700,233300,275900,208400,160500,146400,208400,213400,272500,,,,,
1996-04-30,breckenridge_hillssaint_louismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,36200,42600,47800,58200,,44900,38200,,44900,44900,54400,,,,,
1996-04-30,breckenridgestephenstx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,brecknock_townshipberkspa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,92800,125500,170300,,131300,92200,,131300,131300,178100,,,,,
1996-04-30,brecknock_townshiplancasterpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,118400,137500,,121100,97400,,121100,121100,156500,,,,,
1996-04-30,brecksvillecuyahogaoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,131300,165600,231000,252100,184000,137500,136200,184000,192700,273200,,,,,
1996-04-30,breeseclintonil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,81100,110500,,87800,57300,,87800,87800,122100,,,,,
1996-04-30,breezy_pointcrow_wingmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,233000,243000,,,,,,,293500,,,,,
1996-04-30,bremenfairfieldoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,65400,78200,85900,,76300,58200,,76300,76300,107300,,,,,
1996-04-30,bremenharalsonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,44000,81800,,36500,,,36500,36500,,,,,,
1996-04-30,bremenmarshallin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,68700,78700,89100,,77400,,,77400,76200,127600,,,,,
1996-04-30,bremertonkitsapwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,64700,76000,112900,125100,138100,107000,72800,72800,107000,108600,142700,,,,,
1996-04-30,brenhamwashingtontx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,133000,165500,242900,,165500,,,165500,165500,230400,,,,,
1996-04-30,brentwoodalleghenypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,50900,56600,74400,,54800,48000,40200,54800,55900,71300,,,,,
1996-04-30,brentwoodcontra_costaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,176400,174500,230500,304400,212400,157800,,212400,212900,302400,,,,,
1996-04-30,brentwoodprince_georgesmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,113300,,,113300,113300,130400,,,,,
1996-04-30,brentwoodrockinghamnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,106800,136900,,,148000,99200,,148000,150000,,,,,,
1996-04-30,brentwoodsaint_louismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,74300,80900,121700,,,89000,71300,73000,89000,105000,154900,,,,,
1996-04-30,brentwoodwilliamsontn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,163200,267200,,251200,161700,114700,251200,259000,360000,,,,,
1996-04-30,bressler_enhaut_oberlindauphinpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,67800,73100,84100,,73100,,,73100,73100,87700,,,,,
1996-04-30,brewertononondagany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,59100,75800,94700,,74200,56200,,74200,74200,99100,,,,,
1996-04-30,brewster_hillputnamny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,136900,167500,,,164500,135500,,164500,164500,197800,,,,,
1996-04-30,brewsterbarnstablema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,56800,93800,152700,196200,265700,139700,89400,80300,139700,152700,225500,,,,,
1996-04-30,briarcliff_manorwestchesterny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,316000,397000,,342400,266700,233800,342400,355800,,,,,,
1996-04-30,briarcliffe_acreshorrysc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,223100,,,,,,,280100,357400,,,,,
1996-04-30,briarwoodjeffersonky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,91800,85500,91100,91800,92600,98800,,,,,
1996-04-30,brices_creekcravennc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,138600,,,146100,113000,,146100,146100,193900,,,,,
1996-04-30,bricevilleandersontn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51900,,,,,
1996-04-30,brickervillelancasterpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,115700,,,118700,95500,,118700,118700,156600,,,,,
1996-04-30,brickoceannj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,88900,116500,151100,190600,112600,78500,73200,112600,118500,155200,,,,,
1996-04-30,bridge_cityorangetx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68900,,,62300,,,62300,62300,95000,,,,,
1996-04-30,bridgeport_townshipsaginawmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,45700,71000,87800,,68700,47100,,68700,68700,103500,,,,,
1996-04-30,bridgeportbelmontoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,48800,,,40700,31600,,40700,40700,71000,,,,,
1996-04-30,bridgeportfairfieldct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,41100,61900,81700,93400,121900,75200,44900,44200,75200,82200,105800,,,,,
1996-04-30,bridgeportharrisonwv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74200,109800,,,,,,,,,,,,
1996-04-30,bridgeportlawrenceil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35900,,,35700,,,35700,35700,,,,,,
1996-04-30,bridgeportmontgomerypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,77300,86300,89300,,86300,78300,,86300,86300,114200,,,,,
1996-04-30,bridgeportonondagany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,54600,,,55100,48000,,55100,55100,63000,,,,,
1996-04-30,bridgeton_townshipbuckspa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,122400,144500,,,142700,,,142700,142800,185800,,,,,
1996-04-30,bridgetoncumberlandnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,63100,,,60300,,,60300,60300,70900,,,,,
1996-04-30,bridgetonsaint_louismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,94200,133100,,95000,69100,,95000,97500,142400,,,,,
1996-04-30,bridgetownhamiltonoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,80300,87300,91800,,85800,77500,88600,85800,85800,109500,,,,,
1996-04-30,bridgeviewcookil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,91000,134000,,,129900,102500,89700,129900,137900,164900,,,,,
1996-04-30,bridgevillealleghenypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,54200,,96200,,69500,44400,44400,69500,,89700,,,,,
1996-04-30,bridgewaterlitchfieldct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,152100,190400,,,207200,150500,,207200,210900,328600,,,,,
1996-04-30,bridgewaterrockinghamva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,83000,96600,143800,,99900,77000,,99900,99900,151300,,,,,
1996-04-30,bridgewatersomersetnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,130000,184100,257300,341500,224600,140200,134400,224600,225500,285200,,,,,
1996-04-30,briellemonmouthnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,247400,,,265100,,,265100,266600,349800,,,,,
1996-04-30,briersnohomishwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,131100,169700,207300,209400,177200,141400,,177200,177200,229000,,,,,
1996-04-30,brigantineatlanticnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,89600,109300,145800,,108500,82900,,108500,108500,165200,,,,,
1996-04-30,brigham_citybox_elderut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,153000,136000,,153000,153000,175900,,,,,
1996-04-30,brightdearbornin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,87100,130200,168900,,131700,91600,89600,131700,135800,174600,,,,,
1996-04-30,brighton_townshipbeaverpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,72400,92200,146500,,96200,68400,,96200,96200,,,,,,
1996-04-30,brightonadamsco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,89400,127800,144400,160800,128200,95100,93400,128200,131400,163100,,,,,
1996-04-30,brightonjeffersonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47200,,,,,
1996-04-30,brightonjerseyil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,64900,,,49300,33100,,49300,49300,77900,,,,,
