Date,RegionName,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
1996-04-30,apachecomancheok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46100,,,36500,,,,,58200,,,,,
1996-04-30,apexwakenc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,122100,150300,189900,255900,168200,116400,,168200,168500,225200,,,,,
1996-04-30,apollo_beachhillsboroughfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,85000,134400,,85500,53600,,85500,106200,,,,,,
1996-04-30,apopkaorangefl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,54600,86500,136900,178100,94000,60600,,94000,98500,155500,,,,,
1996-04-30,apple_creekwayneoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128500,,102100,,,102100,,153700,,,,,
1996-04-30,apple_riverjo_daviessil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313500,,,,,
1996-04-30,apple_valleydakotamn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,96000,120100,148600,187600,122300,94600,100300,122300,136800,187200,,,,,
1996-04-30,apple_valleysan_bernardinoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,61400,80900,124000,149800,89800,62200,58400,89800,90300,137900,,,,,
1996-04-30,applegateplacerca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,114100,155600,,,152200,113100,,152200,152200,,,,,,
1996-04-30,appletonoutagamiewi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,48800,62600,83200,101200,108000,83300,60600,83400,83300,83400,118700,,,,,
1996-04-30,applewoodjeffersonco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,102000,154200,196300,191500,169200,131200,95200,169200,175800,247500,,,,,
1996-04-30,applingcolumbiaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,88000,163600,,95700,,,95700,95700,174400,,,,,
1996-04-30,aptossanta_cruzca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,218500,265400,392100,415400,253400,207000,210000,253400,272000,383200,,,,,
1996-04-30,aragonpolkga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,41800,,,,62700,,,62700,62700,,,,,,
1996-04-30,aransas_passsan_patriciotx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95300,,,,,
1996-04-30,arapahocusterok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,arbucklecolusaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,arbyrddunklinmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,63500,,,63500,63500,82900,,,,,
1996-04-30,arcadewyomingny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,70600,,,,74100,,,74100,74100,,,,,,
1996-04-30,arcadiade_sotofl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,arcadiahancockoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76100,,,71600,,,71600,71600,114900,,,,,
1996-04-30,arcadialos_angelesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177000,247500,363300,,265100,169800,199500,265100,316800,,,,,,
1996-04-30,arcadiatrempealeauwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82100,,,82100,82100,,,,,,
1996-04-30,arcadiawayneny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65400,68700,,63200,,,63200,63200,83100,,,,,
1996-04-30,arcanumdarkeoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,65500,,,,80300,,,80300,80700,109100,,,,,
1996-04-30,archbaldlackawannapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69000,60200,,69000,68700,,,,,,
1996-04-30,archboldfultonoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,72400,87500,104700,,87600,63500,,87600,87700,135600,,,,,
1996-04-30,archdalerandolphnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,76800,82200,65700,,82200,,,82200,84700,122000,,,,,
1996-04-30,archeralachuafl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,47500,79100,151800,,79700,47000,,79700,79700,152900,,,,,
1996-04-30,archiecassmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,136000,,,132500,109000,,132500,132500,,,,,,
1996-04-30,arden_arcadesacramentoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,80400,121200,184500,302600,121000,76500,74800,121000,127700,209500,,,,,
1996-04-30,arden_hillsramseymn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,88600,,171100,201400,135000,,82600,135000,,200900,,,,,
1996-04-30,ardenbuncombenc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,76200,112600,172500,239900,119400,79100,88600,119400,124100,191900,,,,,
1996-04-30,ardmorecarterok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149600,40100,,,40100,40100,82300,,,,,
1996-04-30,ardmoredelawarepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,113100,124400,157700,183200,133100,109300,117900,133100,135000,206700,,,,,
1996-04-30,ardmoregilestn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,64500,40300,,64500,64500,,,,,,
1996-04-30,ardsleywestchesterny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,246200,281500,,252100,207500,,252100,253800,300100,,,,,
1996-04-30,arenaiowawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89200,,,89200,89900,,,,,,
1996-04-30,argosaint_clairal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,110700,,,106900,67800,,106900,106900,142600,,,,,
1996-04-30,argosmarshallin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64700,,,,,,,89200,,,,,
1996-04-30,arkdaleadamswi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159500,,,159500,159500,252000,,,,,
1996-04-30,arkomalefloreok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42800,,,,,
1996-04-30,arlington_heightscookil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,89600,113500,188900,257400,288200,194200,115700,114000,194200,235500,269600,,,,,
1996-04-30,arlington_heightsmonroepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,82000,100000,138800,,99700,75500,,99700,99900,140400,,,,,
1996-04-30,arlingtonarlingtonva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,102900,156700,224200,267300,,186600,99800,134800,186600,236200,297700,,,,,
1996-04-30,arlingtonhancockoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56700,82000,,,75300,,,75300,74200,132800,,,,,
1996-04-30,arlingtonmiddlesexma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,78400,159100,203100,229500,264300,195300,139300,134800,195300,208100,246700,,,,,
1996-04-30,arlingtonshelbytn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,116100,162400,207800,133200,103300,147500,133200,131700,184300,,,,,
1996-04-30,arlingtonsnohomishwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,93500,124600,150400,183300,209900,151700,118900,116300,151700,153400,208600,,,,,
1996-04-30,arlingtonwashingtonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75500,98200,,,,,,,,125400,,,,,
1996-04-30,armadamacombmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,144000,,,146100,,,146100,146100,192600,,,,,
1996-04-30,armonakingsca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,73800,80200,,75000,65200,,75000,75000,85500,,,,,
1996-04-30,armucheefloydga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,82600,,,82600,82600,142400,,,,,
1996-04-30,arnoldanne_arundelmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,106900,145100,185400,,159200,114400,135400,159200,164100,243400,,,,,
1996-04-30,arnoldcalaverasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,132900,151600,,122000,82200,,122000,122300,174900,,,,,
1996-04-30,arnoldjeffersonmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,68400,83800,,,80900,64700,74700,80900,81300,117400,,,,,
1996-04-30,arnoldwestmorelandpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,41700,34000,,41700,41700,55400,,,,,
1996-04-30,aromasmontereyca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,246700,,,205600,,,205600,205600,307400,,,,,
1996-04-30,arringtonnelsonva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36300,,,,,,,,63100,,,,,
1996-04-30,arringtonwilliamsontn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,arroyo_grandesan_luis_obispoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,145600,181800,260000,304900,186900,,140200,186900,195200,,,,,,
1996-04-30,artesiaeddynm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179000,,,179000,179000,199900,,,,,
1996-04-30,artesialos_angelesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,120300,152300,177700,198100,149600,119000,96200,149600,152600,184300,,,,,
1996-04-30,arthurmoultrieil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,88500,,,,,,,,145900,,,,,
1996-04-30,arundelyorkme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,143800,,105500,,,105500,,147100,,,,,
1996-04-30,arvadajeffersonco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,85600,103600,129900,148100,154200,130700,105000,95500,130700,135300,185600,,,,,
1996-04-30,arvinkernca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,55000,70300,81200,109200,71500,58800,,71500,71500,88900,,,,,
1996-04-30,asbury_lakeclayfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,138300,165000,,143900,,,143900,143900,177300,,,,,
1996-04-30,asburydubuqueia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,101900,113400,144000,169200,114400,,,114400,114000,155900,,,,,
1996-04-30,ash_grovegreenemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,46500,77200,,,65500,,,65500,65500,101400,,,,,
1996-04-30,ashawaywashingtonri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,87300,99300,112000,,99100,86300,,99100,99000,125100,,,,,
1996-04-30,ashbrunswicknc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,104000,,,99200,52900,,99200,89200,141100,,,,,
1996-04-30,ashburnhamworcesterma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,88300,107500,135500,,101800,80200,,101800,101800,139500,,,,,
1996-04-30,ashburnloudounva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,177000,270900,311800,217300,149900,161300,217300,269700,296900,,,,,
1996-04-30,ashbymiddlesexma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,97300,123600,141800,,117100,93300,,117100,117100,154100,,,,,
1996-04-30,ashebororandolphnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,75800,,,,,,,,118200,,,,,
1996-04-30,ashevillebuncombenc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,64600,63500,89700,143400,234800,85200,56000,98200,85200,82700,151200,,,,,
1996-04-30,ashfieldfranklinma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,100900,116700,136000,,114100,84000,,114100,114100,159600,,,,,
1996-04-30,ashfordcattaraugusny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62200,48200,,,,,,,,,
1996-04-30,ashfordhoustonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87300,50500,,,,,,,,,
1996-04-30,ashfordpiercewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,71900,78000,,,,,,,,,96400,,,,,
1996-04-30,ashfordwindhamct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,77800,104100,122500,,98100,74800,,98100,100000,128400,,,,,
1996-04-30,ashland_citycheathamtn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,79000,,,,,,,,91300,,,,,
1996-04-30,ashlandashlandoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,60100,74000,98700,,72700,,,72700,69900,113800,,,,,
1996-04-30,ashlandboonemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,125000,,,,,,,120600,,,,,
1996-04-30,ashlandboydky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,52900,,,,,,
1996-04-30,ashlandgraftonnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,66300,,,,,,49000,,82300,,,,,,
1996-04-30,ashlandgreeneny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,91300,,,86200,,,86200,86200,,,,,,
1996-04-30,ashlandhanoverva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,74600,,175000,214400,,,,,,189100,,,,,
1996-04-30,ashlandjacksonor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,133700,117100,151900,201700,222800,144300,109300,108900,144300,151000,218300,,,,,
1996-04-30,ashlandmiddlesexma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,145200,157100,242500,220500,165900,126100,144700,165900,179700,239000,,,,,
1996-04-30,ashlandschuylkillpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,47200,,,,,
1996-04-30,ashleydelawareoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,71200,89400,118800,,86100,,,86100,86100,139000,,,,,
1996-04-30,ashmorecolesil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91500,,,91500,91500,,,,,,
1996-04-30,ashtabulaashtabulaoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49100,49200,,48300,,,48300,48300,67400,,,,,
1996-04-30,ashtonmontgomerymd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,262700,,,262700,262700,424000,,,,,
1996-04-30,ashvillepickawayoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,74000,117000,135300,,118000,75700,,118000,118200,166100,,,,,
1996-04-30,ashvillesaint_clairal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80100,,,80100,80100,141600,,,,,
1996-04-30,ashwaubenonbrownwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107600,,,,,,,,,,,,
1996-04-30,aspinwallalleghenypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,82000,104200,125600,,100100,66500,71200,100100,103500,150000,,,,,
1996-04-30,assumptionchristianil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,37300,48800,,,45800,34600,,45800,45800,70100,,,,,
1996-04-30,astatulalakefl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,94200,,,82000,51200,,82000,82000,135900,,,,,
1996-04-30,astondelawarepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,122900,160800,170900,123700,,88700,123700,125200,162100,,,,,
1996-04-30,astorlakefl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,70000,,,,,51100,,,,,,,,,
1996-04-30,atascaderosan_luis_obispoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,132100,172500,,276600,170600,,,170600,177800,248200,,,,,
1996-04-30,atascocitaharristx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78000,,,,,,,,,,,,,
1996-04-30,athenscalhounmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64200,50500,,64200,64200,92300,,,,,
1996-04-30,athensclarkega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,64200,85000,121600,163700,84300,55000,,84300,85100,147300,,,,,
1996-04-30,athenshendersontx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,73900,,,,,,,,111900,,,,,
1996-04-30,athensmarathonwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59400,,,59400,59400,85800,,,,,
1996-04-30,athensmcminntn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,66800,87100,,65700,,,65700,65600,114800,,,,,
1996-04-30,athertonsan_mateoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2640400,,721300,,,,4478100,,,,,
1996-04-30,atholkootenaiid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,250000,280500,345000,469500,284500,236000,,284500,285000,416500,,,,,
1996-04-30,atkinsonpendernc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105400,,,,,
1996-04-30,atkinsonrockinghamnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,117000,135600,209500,,134100,105500,,134100,145900,,,,,,
